PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"16447769","[Molecular pathomechanism of distal myopathy with rimmed vacuoles]","Nishino I, Noguchi S, Murayama K, Ohkuma A, Kasahata N, Malicdan MC, Hayashi YK, Nonaka I.","Rinsho Shinkeigaku. 2005 Nov;45(11):943-5.","Nishino I","Rinsho Shinkeigaku","2005","2006/02/02","","",""
"15670773","No overall hyposialylation in hereditary inclusion body myopathy myoblasts carrying the homozygous M712T GNE mutation","Salama I, Hinderlich S, Shlomai Z, Eisenberg I, Krause S, Yarema K, Argov Z, Lochmuller H, Reutter W, Dabby R, Sadeh M, Ben-Bassat H, Mitrani-Rosenbaum S.","Biochem Biophys Res Commun. 2005 Mar 4;328(1):221-6. doi: 10.1016/j.bbrc.2004.12.157.","Salama I","Biochem Biophys Res Commun","2005","2005/01/27","","","10.1016/j.bbrc.2004.12.157"
"16810679","Mutation analysis of the GNE gene in distal myopathy with rimmed vacuoles (DMRV) patients in Thailand","Liewluck T, Pho-Iam T, Limwongse C, Thongnoppakhun W, Boonyapisit K, Raksadawan N, Murayama K, Hayashi YK, Nishino I, Sangruchi T.","Muscle Nerve. 2006 Dec;34(6):775-8. doi: 10.1002/mus.20583.","Liewluck T","Muscle Nerve","2006","2006/07/01","","","10.1002/mus.20583"
"27671536","A first-line diagnostic assay for limb-girdle muscular dystrophy and other myopathies","Monies D, Alhindi HN, Almuhaizea MA, Abouelhoda M, Alazami AM, Goljan E, Alyounes B, Jaroudi D, AlIssa A, Alabdulrahman K, Subhani S, El-Kalioby M, Faquih T, Wakil SM, Altassan NA, Meyer BF, Bohlega S.","Hum Genomics. 2016 Sep 27;10(1):32. doi: 10.1186/s40246-016-0089-8.","Monies D","Hum Genomics","2016","2016/09/28","PMC5037890","","10.1186/s40246-016-0089-8"
"24707269","A Novel Mutation of the GNE Gene in Distal Myopathy with Rimmed Vacuoles: A Case with Inflammation","Tanboon J, Rongsa K, Pithukpakorn M, Boonyapisit K, Limwongse C, Sangruchi T.","Case Rep Neurol. 2014 Mar 8;6(1):55-9. doi: 10.1159/000360730. eCollection 2014 Jan.","Tanboon J","Case Rep Neurol","2014","2014/04/08","PMC3975748","","10.1159/000360730"
"11976290","The O-antigen gene cluster of Escherichia coli O55:H7 and identification of a new UDP-GlcNAc C4 epimerase gene","Wang L, Huskic S, Cisterne A, Rothemund D, Reeves PR.","J Bacteriol. 2002 May;184(10):2620-5. doi: 10.1128/jb.184.10.2620-2625.2002.","Wang L","J Bacteriol","2002","2002/04/27","PMC135022","","10.1128/jb.184.10.2620-2625.2002"
"19361277","Beyond glycosylation: sialic acid precursors act as signaling molecules and are involved in cellular control of differentiation of PC12 cells","Kontou M, Weidemann W, Bork K, Horstkorte R.","Biol Chem. 2009 Jul;390(7):575-9. doi: 10.1515/BC.2009.058.","Kontou M","Biol Chem","2009","2009/04/14","","","10.1515/BC.2009.058"
"21873062","Biochemical characterization of the M712T-mutation of the UDP-N-acetylglucosamine 2-epimerase/N-acetyl-mannosaminekinase in hereditary inclusion body myopathy","Weidemann W, Reinhardt A, Thate A, Horstkorte R.","Neuromuscul Disord. 2011 Dec;21(12):824-31. doi: 10.1016/j.nmd.2011.06.004. Epub 2011 Aug 27.","Weidemann W","Neuromuscul Disord","2011","2011/08/30","","","10.1016/j.nmd.2011.06.004"
"27431025","Beevor's sign: a potential clinical marker for GNE myopathy","Preethish-Kumar V, Pogoryelova O, Polavarapu K, Gayathri N, Seena V, Hudson J, Nishino I, Prasad C, Lochmüller H, Nalini A.","Eur J Neurol. 2016 Aug;23(8):e46-8. doi: 10.1111/ene.13041.","Preethish-Kumar V","Eur J Neurol","2016","2016/07/20","","","10.1111/ene.13041"
"14972325","Hypoglycosylation of alpha-dystroglycan in patients with hereditary IBM due to GNE mutations","Huizing M, Rakocevic G, Sparks SE, Mamali I, Shatunov A, Goldfarb L, Krasnewich D, Gahl WA, Dalakas MC.","Mol Genet Metab. 2004 Mar;81(3):196-202. doi: 10.1016/j.ymgme.2003.11.012.","Huizing M","Mol Genet Metab","2004","2004/02/20","","","10.1016/j.ymgme.2003.11.012"
"12473780","An Italian family with autosomal recessive inclusion-body myopathy and mutations in the GNE gene","Broccolini A, Pescatori M, D'Amico A, Sabino A, Silvestri G, Ricci E, Servidei S, Tonali PA, Mirabella M.","Neurology. 2002 Dec 10;59(11):1808-9. doi: 10.1212/01.wnl.0000031808.04545.e0.","Broccolini A","Neurology","2002","2002/12/11","","","10.1212/01.wnl.0000031808.04545.e0"
"20644153","Analysis of NCAM helps identify unusual phenotypes of hereditary inclusion-body myopathy","Broccolini A, Gidaro T, Tasca G, Morosetti R, Rodolico C, Ricci E, Mirabella M.","Neurology. 2010 Jul 20;75(3):265-72. doi: 10.1212/WNL.0b013e3181e8e8f1.","Broccolini A","Neurology","2010","2010/07/21","","","10.1212/WNL.0b013e3181e8e8f1"
"12473753","Distal myopathy with rimmed vacuoles is allelic to hereditary inclusion body myopathy","Nishino I, Noguchi S, Murayama K, Driss A, Sugie K, Oya Y, Nagata T, Chida K, Takahashi T, Takusa Y, Ohi T, Nishimiya J, Sunohara N, Ciafaloni E, Kawai M, Aoki M, Nonaka I.","Neurology. 2002 Dec 10;59(11):1689-93. doi: 10.1212/01.wnl.0000041631.28557.c6.","Nishino I","Neurology","2002","2002/12/11","","","10.1212/01.wnl.0000041631.28557.c6"
"15146476","Novel GNE mutations in Italian families with autosomal recessive hereditary inclusion-body myopathy","Broccolini A, Ricci E, Cassandrini D, Gliubizzi C, Bruno C, Tonoli E, Silvestri G, Pescatori M, Rodolico C, Sinicropi S, Servidei S, Zara F, Minetti C, Tonali PA, Mirabella M.","Hum Mutat. 2004 Jun;23(6):632. doi: 10.1002/humu.9252.","Broccolini A","Hum Mutat","2004","2004/05/18","","","10.1002/humu.9252"
"17643062","Expression of autophagy-associated genes in skeletal muscle: an experimental model of chloroquine-induced myopathy","Kimura N, Kumamoto T, Kawamura Y, Himeno T, Nakamura KI, Ueyama H, Arakawa R.","Pathobiology. 2007;74(3):169-76. doi: 10.1159/000103376.","Kimura N","Pathobiology","2007","2007/07/24","","","10.1159/000103376"
"21179605","A preclinical trial of sialic acid metabolites on distal myopathy with rimmed vacuoles/hereditary inclusion body myopathy, a sugar-deficient myopathy: a review","Malicdan MC, Noguchi S, Nishino I.","Ther Adv Neurol Disord. 2010 Mar;3(2):127-35. doi: 10.1177/1756285609359546.","Malicdan MC","Ther Adv Neurol Disord","2010","2010/12/24","PMC3002646","","10.1177/1756285609359546"
"18503509","The clinical and myopathological features of oculopharyngodistal myopathy in a Chinese family","Lu H, Luan X, Yuan Y, Dong M, Sun W, Yan C.","Neuropathology. 2008 Dec;28(6):599-603. doi: 10.1111/j.1440-1789.2008.00924.x. Epub 2008 May 23.","Lu H","Neuropathology","2008","2008/05/28","","","10.1111/j.1440-1789.2008.00924.x"
"15833430","Allelic heterogeneity of GNE gene mutation in two Tunisian families with autosomal recessive inclusion body myopathy","Amouri R, Driss A, Murayama K, Kefi M, Nishino I, Hentati F.","Neuromuscul Disord. 2005 May;15(5):361-3. doi: 10.1016/j.nmd.2005.01.012.","Amouri R","Neuromuscul Disord","2005","2005/04/19","","","10.1016/j.nmd.2005.01.012"
"17337483","Zaspopathy in a large classic late-onset distal myopathy family","Griggs R, Vihola A, Hackman P, Talvinen K, Haravuori H, Faulkner G, Eymard B, Richard I, Selcen D, Engel A, Carpen O, Udd B.","Brain. 2007 Jun;130(Pt 6):1477-84. doi: 10.1093/brain/awm006. Epub 2007 Mar 2.","Griggs R","Brain","2007","2007/03/06","","","10.1093/brain/awm006"
"18373408","Validation of GNE:p.M712T identification by melting curve analysis","Valles-Ayoub Y, Saechao C, Haghighatgoo A, Neshat MS, Esfandiarifard S, Pietruszka M, Darvish D.","Genet Test. 2008 Mar;12(1):101-9. doi: 10.1089/gte.2007.0034.","Valles-Ayoub Y","Genet Test","2008","2008/04/01","","","10.1089/gte.2007.0034"
"20301343","Sialuria – RETIRED CHAPTER, FOR HISTORICAL REFERENCE ONLY","Leroy JG.","2004 Jan 14 [updated 2012 Oct 18]. In: Adam MP, Ardinger HH, Pagon RA, Wallace SE, Bean LJH, Stephens K, Amemiya A, editors. GeneReviews(®) [Internet]. Seattle (WA): University of Washington, Seattle; 1993–2020.","Leroy JG","GeneReviews(®)","1993","2012/10/18","","",""
"25850639","In vivo stimulation of early peripheral axon regeneration by N-propionylmannosamine in the presence of polysialyltransferase ST8SIA2","Koulaxouzidis G, Reutter W, Hildebrandt H, Stark GB, Witzel C.","J Neural Transm (Vienna). 2015 Sep;122(9):1211-9. doi: 10.1007/s00702-015-1397-1. Epub 2015 Apr 8.","Koulaxouzidis G","J Neural Transm (Vienna)","2015","2015/04/09","","","10.1007/s00702-015-1397-1"
"20959463","Three enzymatic steps required for the galactosamine incorporation into core lipopolysaccharide","Aquilini E, Azevedo J, Merino S, Jimenez N, Tomás JM, Regué M.","J Biol Chem. 2010 Dec 17;285(51):39739-49. doi: 10.1074/jbc.M110.168385. Epub 2010 Oct 19.","Aquilini E","J Biol Chem","2010","2010/10/21","PMC3000955","","10.1074/jbc.M110.168385"
"22349865","Clinical, pathological, and genetic mutation analysis of sporadic inclusion body myositis in Japanese people","Cai H, Yabe I, Sato K, Kano T, Nakamura M, Hozen H, Sasaki H.","J Neurol. 2012 Sep;259(9):1913-22. doi: 10.1007/s00415-012-6439-0. Epub 2012 Feb 17.","Cai H","J Neurol","2012","2012/02/22","","","10.1007/s00415-012-6439-0"
"21305017","The proteomic profile of hereditary inclusion body myopathy","Sela I, Milman Krentsis I, Shlomai Z, Sadeh M, Dabby R, Argov Z, Ben-Bassat H, Mitrani-Rosenbaum S.","PLoS One. 2011 Jan 31;6(1):e16334. doi: 10.1371/journal.pone.0016334.","Sela I","PLoS One","2011","2011/02/10","PMC3031555","","10.1371/journal.pone.0016334"
"23676433","Mechanisms of intrinsic resistance to antimicrobial peptides of Edwardsiella ictaluri and its influence on fish gut inflammation and virulence","Santander J, Martin T, Loh A, Pohlenz C, Gatlin DM, Curtiss R.","Microbiology (Reading). 2013 Jul;159(Pt 7):1471-1486. doi: 10.1099/mic.0.066639-0. Epub 2013 May 15.","Santander J","Microbiology (Reading)","2013","2013/05/17","PMC4085987","","10.1099/mic.0.066639-0"
"12409274","Four novel mutations associated with autosomal recessive inclusion body myopathy (MIM: 600737)","Darvish D, Vahedifar P, Huo Y.","Mol Genet Metab. 2002 Nov;77(3):252-6. doi: 10.1016/s1096-7192(02)00141-5.","Darvish D","Mol Genet Metab","2002","2002/11/01","","","10.1016/s1096-7192(02)00141-5"
"26218770","Quantitative hydrophilic interaction chromatography-mass spectrometry analysis of N-acetylneuraminic acid and N-acetylmannosamine in human plasma","Shi Y, Xu X, Fang M, Zhang M, Li Y, Gillespie B, Yorke S, Yang N, McKew JC, Gahl WA, Huizing M, Carrillo-Carrasco N, Wang AQ.","J Chromatogr B Analyt Technol Biomed Life Sci. 2015 Sep 1;1000:105-11. doi: 10.1016/j.jchromb.2015.07.018. Epub 2015 Jul 17.","Shi Y","J Chromatogr B Analyt Technol Biomed Life Sci","2015","2015/07/29","PMC4544686","NIHMS711068","10.1016/j.jchromb.2015.07.018"
"33029681","Tissue specific expression of sialic acid metabolic pathway: role in GNE myopathy","Awasthi K, Srivastava A, Bhattacharya S, Bhattacharya A.","J Muscle Res Cell Motil. 2020 Oct 7. doi: 10.1007/s10974-020-09590-7. Online ahead of print.","Awasthi K","J Muscle Res Cell Motil","2020","2020/10/08","","","10.1007/s10974-020-09590-7"
"22085395","Serum neural cell adhesion molecule is hyposialylated in hereditary inclusion body myopathy","Valles-Ayoub Y, Esfandiarifard S, Sinai P, Carbajo R, Khokher Z, No D, Pietruszka M, Darvish B, Kakkis E, Darvish D.","Genet Test Mol Biomarkers. 2012 May;16(5):313-7. doi: 10.1089/gtmb.2011.0146. Epub 2011 Nov 15.","Valles-Ayoub Y","Genet Test Mol Biomarkers","2012","2011/11/17","","","10.1089/gtmb.2011.0146"
"21584309","Efficient metabolic oligosaccharide engineering of glycoproteins by UDP-N-acetylglucosamine 2-epimerase/N-acetylmannosamine kinase (GNE) knock-down","Möller H, Böhrsch V, Lucka L, Hackenberger CP, Hinderlich S.","Mol Biosyst. 2011 Jul;7(7):2245-51. doi: 10.1039/c1mb05059a. Epub 2011 May 16.","Möller H","Mol Biosyst","2011","2011/05/18","","","10.1039/c1mb05059a"
"29847599","Integration of genetic and metabolic features related to sialic acid metabolism distinguishes human breast cell subtypes","Saeui CT, Nairn AV, Galizzi M, Douville C, Gowda P, Park M, Dharmarha V, Shah SR, Clarke A, Austin M, Moremen KW, Yarema KJ.","PLoS One. 2018 May 30;13(5):e0195812. doi: 10.1371/journal.pone.0195812. eCollection 2018.","Saeui CT","PLoS One","2018","2018/05/31","PMC5976204","","10.1371/journal.pone.0195812"
"28845725","Characterizing the in vitro species differences in N-glucuronidation of a potent pan-PIM inhibitor GNE-924 containing a 3,5-substituted 6-azaindazole","Lin M, Ly J, Takahashi R, Chen J, Deese A, Robinson SJ, Kolesnikov A, Wong S, Wang X, Chang JH.","Xenobiotica. 2018 Oct;48(10):1021-1027. doi: 10.1080/00498254.2017.1373312. Epub 2017 Sep 29.","Lin M","Xenobiotica","2018","2017/08/29","","","10.1080/00498254.2017.1373312"
"22855677","Novel Mutations of the GNE Gene in Distal Myopathy with Rimmed Vacuoles Presenting with Very Slow Progression","Ikeda-Sakai Y, Manabe Y, Fujii D, Kono S, Narai H, Omori N, Nishino I, Abe K.","Case Rep Neurol. 2012 May;4(2):120-5. doi: 10.1159/000341561. Epub 2012 Jul 24.","Ikeda-Sakai Y","Case Rep Neurol","2012","2012/08/03","PMC3409516","","10.1159/000341561"
"12177386","Distal myopathy with rimmed vacuoles: novel mutations in the GNE gene","Tomimitsu H, Ishikawa K, Shimizu J, Ohkoshi N, Kanazawa I, Mizusawa H.","Neurology. 2002 Aug 13;59(3):451-4. doi: 10.1212/wnl.59.3.451.","Tomimitsu H","Neurology","2002","2002/08/15","","","10.1212/wnl.59.3.451"
"22157763","Peracetylated N-acetylmannosamine, a synthetic sugar molecule, efficiently rescues muscle phenotype and biochemical defects in mouse model of sialic acid-deficient myopathy","Malicdan MC, Noguchi S, Tokutomi T, Goto Y, Nonaka I, Hayashi YK, Nishino I.","J Biol Chem. 2012 Jan 20;287(4):2689-705. doi: 10.1074/jbc.M111.297051. Epub 2011 Dec 8.","Malicdan MC","J Biol Chem","2012","2011/12/14","PMC3268427","","10.1074/jbc.M111.297051"
"15605948","Journey into muscular dystrophies caused by abnormal glycosylation","Muntoni F.","Acta Myol. 2004 Sep;23(2):79-84.","Muntoni F","Acta Myol","2004","2004/12/21","","",""
"17448495","Evidence for dynamic interplay of different oligomeric states of UDP-N-acetylglucosamine 2-epimerase/N-acetylmannosamine kinase by biophysical methods","Ghaderi D, Strauss HM, Reinke S, Cirak S, Reutter W, Lucka L, Hinderlich S.","J Mol Biol. 2007 Jun 8;369(3):746-58. doi: 10.1016/j.jmb.2007.03.037. Epub 2007 Mar 21.","Ghaderi D","J Mol Biol","2007","2007/04/24","","","10.1016/j.jmb.2007.03.037"
"17368567","Three UDP-hexose 4-epimerases with overlapping substrate specificity coexist in E. coli O86:B7","Guo H, Yi W, Li L, Wang PG.","Biochem Biophys Res Commun. 2007 May 11;356(3):604-9. doi: 10.1016/j.bbrc.2007.03.015. Epub 2007 Mar 12.","Guo H","Biochem Biophys Res Commun","2007","2007/03/21","","","10.1016/j.bbrc.2007.03.015"
"18723858","Mitochondrial processes are impaired in hereditary inclusion body myopathy","Eisenberg I, Novershtern N, Itzhaki Z, Becker-Cohen M, Sadeh M, Willems PH, Friedman N, Koopman WJ, Mitrani-Rosenbaum S.","Hum Mol Genet. 2008 Dec 1;17(23):3663-74. doi: 10.1093/hmg/ddn261. Epub 2008 Aug 23.","Eisenberg I","Hum Mol Genet","2008","2008/08/30","","","10.1093/hmg/ddn261"
"23970118","VHL-dependent regulation of a β-dystroglycan glycoform and glycogene expression in renal cancer","Aggelis V, Craven RA, Peng J, Harnden P, Schaffer L, Hernandez GE, Head SR, Maher ER, Tonge R, Selby PJ, Banks RE.","Int J Oncol. 2013 Nov;43(5):1368-76. doi: 10.3892/ijo.2013.2066. Epub 2013 Aug 21.","Aggelis V","Int J Oncol","2013","2013/08/24","PMC3823392","","10.3892/ijo.2013.2066"
"22253810","Glycoprotein hyposialylation gives rise to a nephrotic-like syndrome that is prevented by sialic acid administration in GNE V572L point-mutant mice","Ito M, Sugihara K, Asaka T, Toyama T, Yoshihara T, Furuichi K, Wada T, Asano M.","PLoS One. 2012;7(1):e29873. doi: 10.1371/journal.pone.0029873. Epub 2012 Jan 13.","Ito M","PLoS One","2012","2012/01/19","PMC3258264","","10.1371/journal.pone.0029873"
"21436238","Enhanced sialylation of recombinant human erythropoietin in Chinese hamster ovary cells by combinatorial engineering of selected genes","Son YD, Jeong YT, Park SY, Kim JH.","Glycobiology. 2011 Aug;21(8):1019-28. doi: 10.1093/glycob/cwr034. Epub 2011 Mar 24.","Son YD","Glycobiology","2011","2011/03/26","","","10.1093/glycob/cwr034"
"8786060","Fatal mitochondrial myopathy, lactic acidosis, and complex I deficiency associated with a heteroplasmic A --> G mutation at position 3251 in the mitochondrial tRNALeu(UUR) gne","Houshmand M, Larsson NG, Oldfors A, Tulinius M, Holme E.","Hum Genet. 1996 Mar;97(3):269-73. doi: 10.1007/BF02185750.","Houshmand M","Hum Genet","1996","1996/03/01","","","10.1007/BF02185750"
"17673919","Characterization of hereditary inclusion body myopathy myoblasts: possible primary impairment of apoptotic events","Amsili S, Shlomai Z, Levitzki R, Krause S, Lochmuller H, Ben-Bassat H, Mitrani-Rosenbaum S.","Cell Death Differ. 2007 Nov;14(11):1916-24. doi: 10.1038/sj.cdd.4402208. Epub 2007 Aug 3.","Amsili S","Cell Death Differ","2007","2007/08/04","","","10.1038/sj.cdd.4402208"
"11528398","The UDP-N-acetylglucosamine 2-epimerase/N-acetylmannosamine kinase gene is mutated in recessive hereditary inclusion body myopathy","Eisenberg I, Avidan N, Potikha T, Hochner H, Chen M, Olender T, Barash M, Shemesh M, Sadeh M, Grabov-Nardini G, Shmilevich I, Friedmann A, Karpati G, Bradley WG, Baumbach L, Lancet D, Asher EB, Beckmann JS, Argov Z, Mitrani-Rosenbaum S.","Nat Genet. 2001 Sep;29(1):83-7. doi: 10.1038/ng718.","Eisenberg I","Nat Genet","2001","2001/08/31","","","10.1038/ng718"
"17284758","Dietary sialic acid supplementation improves learning and memory in piglets","Wang B, Yu B, Karim M, Hu H, Sun Y, McGreevy P, Petocz P, Held S, Brand-Miller J.","Am J Clin Nutr. 2007 Feb;85(2):561-9. doi: 10.1093/ajcn/85.2.561.","Wang B","Am J Clin Nutr","2007","2007/02/08","","","10.1093/ajcn/85.2.561"
"19448634","Prophylactic treatment with sialic acid metabolites precludes the development of the myopathic phenotype in the DMRV-hIBM mouse model","Malicdan MC, Noguchi S, Hayashi YK, Nonaka I, Nishino I.","Nat Med. 2009 Jun;15(6):690-5. doi: 10.1038/nm.1956.","Malicdan MC","Nat Med","2009","2009/05/19","","","10.1038/nm.1956"
"30737080","Neuromuscular disorders in Israel: A model country for ethnic clusters","Argov Z.","Neuromuscul Disord. 2019 Apr;29(4):269-273. doi: 10.1016/j.nmd.2019.01.003. Epub 2019 Jan 11.","Argov Z","Neuromuscul Disord","2019","2019/02/10","","","10.1016/j.nmd.2019.01.003"
"32439590","Long noncoding RNA Gm20319, acting as competing endogenous RNA, regulated GNE expression by sponging miR-7240-5p to involve in deoxynivalenol-induced liver damage in vitro","Liao Y, Peng Z, Wang L, Li D, Yue J, Liu J, Liang C, Liu S, Yan H, Nüssler AK, Rong S, Liu L, Hao L, Yang W.","Food Chem Toxicol. 2020 Jul;141:111435. doi: 10.1016/j.fct.2020.111435. Epub 2020 May 18.","Liao Y","Food Chem Toxicol","2020","2020/05/23","","","10.1016/j.fct.2020.111435"
"19923219","A novel epimerase that converts GlcNAc-P-P-undecaprenol to GalNAc-P-P-undecaprenol in Escherichia coli O157","Rush JS, Alaimo C, Robbiani R, Wacker M, Waechter CJ.","J Biol Chem. 2010 Jan 15;285(3):1671-80. doi: 10.1074/jbc.M109.061630. Epub 2009 Nov 18.","Rush JS","J Biol Chem","2010","2009/11/20","PMC2804325","","10.1074/jbc.M109.061630"
"17098358","Heterozygous mutations affecting the epimerase domain of the GNE gene causing distal myopathy with rimmed vacuoles in a Taiwanese family","Chu CC, Kuo HC, Yeh TH, Ro LS, Chen SR, Huang CC.","Clin Neurol Neurosurg. 2007 Apr;109(3):250-6. doi: 10.1016/j.clineuro.2006.09.008. Epub 2006 Nov 13.","Chu CC","Clin Neurol Neurosurg","2007","2006/11/14","","","10.1016/j.clineuro.2006.09.008"
"22944676","The analysis of N-glycans of cell membrane proteins from human hematopoietic cell lines reveals distinctions in their pattern","Reinke SO, Bayer M, Berger M, Hinderlich S, Blanchard V.","Biol Chem. 2012 Aug;393(8):731-47. doi: 10.1515/hsz-2012-0195.","Reinke SO","Biol Chem","2012","2012/09/05","","","10.1515/hsz-2012-0195"
"33094863","Motor axonal neuropathy associated with GNE mutations","Grecu N, Villa L, Cavalli M, Ristaino A, Choumert A, Butori C, Salviati L, Puma A, Sacconi S.","Muscle Nerve. 2020 Oct 23. doi: 10.1002/mus.27102. Online ahead of print.","Grecu N","Muscle Nerve","2020","2020/10/23","","","10.1002/mus.27102"
"30277914","An Unusual Pattern of Muscular Atrophy in a Case of GNE Myopathy Presenting With Low Back Pain","Li J, Panagiotakis G, Shaparin N, Kim SY.","Am J Phys Med Rehabil. 2019 May;98(5):e54. doi: 10.1097/PHM.0000000000001054.","Li J","Am J Phys Med Rehabil","2019","2018/10/03","","","10.1097/PHM.0000000000001054"
"20300792","The spectrum of GNE mutations: allelic heterogeneity for a common phenotype","Grandis M, Gulli R, Cassandrini D, Gazzerro E, Benedetti L, Narciso E, Nobbio L, Bruno C, Minetti C, Bellone E, Reni L, Mancardi GL, Mandich P, Schenone A.","Neurol Sci. 2010 Jun;31(3):377-80. doi: 10.1007/s10072-010-0248-y. Epub 2010 Mar 19.","Grandis M","Neurol Sci","2010","2010/03/20","","","10.1007/s10072-010-0248-y"
"14678807","A novel homozygous missense mutation in the GNE gene of a patient with quadriceps-sparing hereditary inclusion body myopathy associated with muscle inflammation","Krause S, Schlotter-Weigel B, Walter MC, Najmabadi H, Wiendl H, Müller-Höcker J, Müller-Felber W, Pongratz D, Lochmüller H.","Neuromuscul Disord. 2003 Dec;13(10):830-4. doi: 10.1016/s0960-8966(03)00140-8.","Krause S","Neuromuscul Disord","2003","2003/12/18","","","10.1016/s0960-8966(03)00140-8"
"29941673","Mutation in GNE is associated with severe congenital thrombocytopenia","Futterer J, Dalby A, Lowe GC, Johnson B, Simpson MA, Motwani J, Williams M, Watson SP, Morgan NV; UK GAPP Study Group.","Blood. 2018 Oct 25;132(17):1855-1858. doi: 10.1182/blood-2018-04-847798. Epub 2018 Jun 25.","Futterer J","Blood","2018","2018/06/27","PMC6238157","","10.1182/blood-2018-04-847798"
"16534119","NCAM is hyposialylated in hereditary inclusion body myopathy due to GNE mutations","Ricci E, Broccolini A, Gidaro T, Morosetti R, Gliubizzi C, Frusciante R, Di Lella GM, Tonali PA, Mirabella M.","Neurology. 2006 Mar 14;66(5):755-8. doi: 10.1212/01.wnl.0000200956.76449.3f.","Ricci E","Neurology","2006","2006/03/15","","","10.1212/01.wnl.0000200956.76449.3f"
"24129184","The key enzyme of the sialic acid metabolism is involved in embryoid body formation and expression of marker genes of germ layer formation","Weidemann W, Hering J, Bennmann D, Thate A, Horstkorte R.","Int J Mol Sci. 2013 Oct 14;14(10):20555-63. doi: 10.3390/ijms141020555.","Weidemann W","Int J Mol Sci","2013","2013/10/17","PMC3821630","","10.3390/ijms141020555"
"22817987","Mucosal reactive oxygen species decrease virulence by disrupting Campylobacter jejuni phosphotyrosine signaling","Corcionivoschi N, Alvarez LA, Sharp TH, Strengert M, Alemka A, Mantell J, Verkade P, Knaus UG, Bourke B.","Cell Host Microbe. 2012 Jul 19;12(1):47-59. doi: 10.1016/j.chom.2012.05.018.","Corcionivoschi N","Cell Host Microbe","2012","2012/07/24","PMC3749511","EMS54137","10.1016/j.chom.2012.05.018"
"25422667","A novel missense mutation in the GNE gene in an Iranian patient with hereditary inclusion body myopathy","Behnam M, Jin-Hong S, Kim DS, Basiri K, Nilipour Y, Sedghi M.","J Res Med Sci. 2014 Aug;19(8):792-4.","Behnam M","J Res Med Sci","2014","2014/11/26","PMC4235102","",""
"17202864","Isolation of new CHO cell mutants defective in CMP-sialic acid biosynthesis and transport","Shin DJ, Kang JY, Kim YU, Yoon JS, Choy HE, Maeda Y, Kinoshita T, Hong Y.","Mol Cells. 2006 Dec 31;22(3):343-52.","Shin DJ","Mol Cells","2006","2007/01/05","","",""
"32400752","Novel GNE mutations in three Chinese patients with typical GNE myo-pathy","Ban R, Lu X, Pu C, Wang H, Liu H, Zhang Y, Shi Q.","J Pak Med Assoc. 2020 May;70(5):913-916. doi: 10.5455/JPMA.290893.","Ban R","J Pak Med Assoc","2020","2020/05/14","","","10.5455/JPMA.290893"
"15469965","Epigenetic reprogramming of UDP-N-acetylglucosamine 2-epimerase/N-acetylmannosamine kinase (GNE) in HIV-1-infected CEM T cells","Giordanengo V, Ollier L, Lanteri M, Lesimple J, March D, Thyss S, Lefebvre JC.","FASEB J. 2004 Dec;18(15):1961-3. doi: 10.1096/fj.04-2467fje. Epub 2004 Oct 6.","Giordanengo V","FASEB J","2004","2004/10/08","","","10.1096/fj.04-2467fje"
"19797833","Distal myopathy in multi-minicore disease","Mitsuhashi S, Nonaka I, Wu S, Moreno CA, Shalaby S, Hayashi YK, Noguchi S, Nishino I.","Intern Med. 2009;48(19):1759-62. doi: 10.2169/internalmedicine.48.2425. Epub 2009 Oct 1.","Mitsuhashi S","Intern Med","2009","2009/10/03","","","10.2169/internalmedicine.48.2425"
"30171045","GNE variants causing autosomal recessive macrothrombocytopenia without associated muscle wasting","Revel-Vilk S, Shai E, Turro E, Jahshan N, Hi-Am E, Spectre G, Daum H, Kalish Y, Althaus K, Greinacher A, Kaplinsky C, Izraeli S, Mapeta R, Deevi SVV, Jarocha D, Ouwehand WH, Downes K, Poncz M, Varon D, Lambert MP.","Blood. 2018 Oct 25;132(17):1851-1854. doi: 10.1182/blood-2018-04-845545. Epub 2018 Aug 31.","Revel-Vilk S","Blood","2018","2018/09/02","PMC6202914","","10.1182/blood-2018-04-845545"
"25772186","Adult onset limb-girdle muscular dystrophy - a recessive titinopathy masquerading as myositis","Dabby R, Sadeh M, Hilton-Jones D, Plotz P, Hackman P, Vihola A, Udd B, Leshinsky-Silver E.","J Neurol Sci. 2015 Apr 15;351(1-2):120-123. doi: 10.1016/j.jns.2015.03.001. Epub 2015 Mar 6.","Dabby R","J Neurol Sci","2015","2015/03/17","","","10.1016/j.jns.2015.03.001"
"19078806","A case of hereditary inclusion body myopathy: 1 patient, 2 novel mutations","Fisher J, Towfighi J, Darvish D, Simmons Z.","J Clin Neuromuscul Dis. 2006 Jun;7(4):179-84. doi: 10.1097/01.cnd.0000211406.94445.f0.","Fisher J","J Clin Neuromuscul Dis","2006","2008/12/17","","","10.1097/01.cnd.0000211406.94445.f0"
